index,id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
9679,199dad0b46739346,lolololololol ur ghey,0,0,0,0,0,0
34098,5af2474cd269858e,"""

 excuse me 

it is very well referenced, and since you do not live in Orange County, don't lecture me about """"poorly referenced material"""" Thank you.""",0,0,0,0,0,0
93144,f90e630cdee524f0,"Hi KESigmund 

You are the next one up on the list that has a valid user page. Didn't want to wait any longer for the other two. Hope your weekend is going well.",0,0,0,0,0,0
71447,bf3fb4ddb0259450,"""==March 2008==
Please stop changing the cast of """"Two Pints"""" around. Not only has this been agreed by previous editors on the various article talk pages, it also complies with the guidelines for writing about fiction. '''''' (Talk) """,0,0,0,0,0,0
43412,73e05e3f6a6593a4,"New Hope, PA? 

How are two musicians from New Hope, PA, considered to be Philadelphia musicians?  Do they play in Philadelphia?",0,0,0,0,0,0
110608,4fb29cd3aa3a183c,"Very nice 
4Chan on Wikipedia.  It needed to happen.",0,0,0,0,0,0
142256,f8eadebc0b66f663,"""== What the article is about ==

well, it's not about pro-choice!    speak! """,0,0,0,0,0,0
51517,89d11753e5f1de66,Cuteness is also very commonly associated with the name Whitney.,0,0,0,0,0,0
113609,5f7e942d02b06a83,"And you are surely aware of that you are going to be blocked, if you don't stop the blanking of content.",0,0,0,0,0,0
131448,bf43189c887407fc,"""

 Sites that require logins/restrict access 

Mediafire requires login to upload(not mentioned - can someone add """"Login required to upload files"""" to it?).

Some sites only let you download files uploaded with the same account.

Others require a login to download.

Note:  Not saying rather the account is free, but that you're forced to log into it.""",0,0,0,0,0,0
31494,53a352b1bb6f4ff9,"I'm willing to take criticism for my edits, and I'm willing to back down if I'm wrong. My statement was in good faith, but it's also true that I made the statement on my own authority without citing a source. However, my statement was really no more weaselly than the statement it was intended to answer. So, I've reverted to my last version (because I have criticisms of ImpuMozhi's edits that I think are valid) but removed both of the weasel statements (because I concede that your criticism of some of my wording is valid). If you believe that I was impolite or uncivil to ImpuMozhi or anyone else, then please let me know what I did wrong so that I may tender my apology.",0,0,0,0,0,0
51050,888e3e671933d64d,"What do you mean vandalizing? I asked a question here, relax. 71.72.172.177",0,0,0,0,0,0
74377,c6ffd3fe48dbad8a,Your under my talk and discussion and your posting a violation about me to benefit your personal interest for a guild you belong to named shadowclan The only person harassing and making personal attacks is you. Your unfairing warning me and are unfit to edit the discussion with more violations since your obviously doing this to benefit yourself and shadowclan,0,0,0,0,0,0
7318,137554a4f4bedd2e,"""
The Rebbe also allowed the title """"Melech haMoshiach"""" to be added to Kehot publications see: 
Also see The Coronation Of The King the historical overview of the 5751 Psak Din stating that the Rebbe is Moshiach and his acceptance of it.""",0,0,0,0,0,0
25404,4341ab70bbeed76a,"""
but i do think this is a good example of why new accounts shouldnt be allowed to create new articles in live space. New Account, you want to create an article about a new topic? Great! Go through this guided process off live space to get help creating something vaguely acceptable before you present it to the wide world.    Besides being a gentler welcome to potential new contributors, it would also help with the BLP issue (not to mention the spamvertisement issue)  TRPoD aka The Red Pen of Doom """,0,0,0,0,0,0
50278,866989850b0ab0b8,"Hey, Crimsone. In the future, if you don't want to suffer personal attacks - it's best if you don't attacks others by calling their attacks vandalism. You're pretty much just asking for it at that point.",0,0,0,0,0,0
147659,3fd5f49855267ad4,"Obviously turquoise is Turkish if it comes from the root word for Turkish - as you explained yourself. For my additions, I leave a source  here.",0,0,0,0,0,0
102328,238ad5642d8349e7,"""

 needs correction as follows:   # Zaidi (Shia)   AND   # Ibadi (Khawarij) 

 Amman Message 

In the modern era, Sadiq al-Mahdi, the former Prime Minister of Sudan, defined the recognized schools of Muslim jurisprudence as eight specific schools.Hassan Ahmed Ibrahim, """"An Overview of al-Sadiq al-Madhi's Islamic Discourse."""" Taken from The Blackwell Companion to Contemporary Islamic Thought, p. 172. Ed. Ibrahim Abu-Rabi'. Hoboken: Wiley-Blackwell, 2008. ISBN 978-1-4051-7848-8 The Amman Message, a three-point ruling issued by 200 Islamic scholars from over 50 countries, officially recognizes those eight legal schools of thought.The Three Points of The Amman Message V.1
 Hanafi (Sunni)
 Maliki (Sunni)
 Shafi'i (Sunni)
 Hanbali (Sunni)
 Ja'fari (Shia) (including Mustaali-Taiyabi Ismaili)
 Zaidi (Shia)
 Ibadi (Khawarij)
 Zahiri""",0,0,0,0,0,0
54273,90fd8ec955b44d4b,why is there a talk to judy blume page if you cannot send a message to judy?,0,0,0,0,0,0
92038,f60b522f03b544e9,"Was this Varsovians aim?
[]",0,0,0,0,0,0
10048,1a97a78da5b50eb6,if you want to sy something say it to my page.,0,0,0,0,0,0
139026,e7fb175e29c426ab,"AFC Backlog 

Thank you for participating in the AFC Backlog Drive.

I noticed your tally is at 0.  As soon as you edit 1 article not only are you eligible for a Sandwich of Exceptional Excellence, but you'll be among the dirty dozen that are cleaning up the backlog.  Please find one of the backlog pages in this list and review at least one of the submissions, then update your totals.  Every review helps!  /(talk)/(contribs)/(e-mail)",0,0,0,0,0,0
116682,6fcc412beb0d7a87,or perhaps giddy for a day,0,0,0,0,0,0
58955,9de272116347f8ff,"""

I think the answers to these questions are unfortunately a bit muddled.  Initially I was going to say that the Public Relations Officers who wrote those articles may have inserted the term without thinking (or knowing).  However one possibility is that since ISAF is a reaction to the Bonn Agreement, it may be considered peacekeeping with the parties including the fledgling national government and the various quasi-legitimate warlords.  But the Taliban and Al-Qaeda are not parties to any agreement.  To my understanding, without an agreement in place between sides, there is no peacekeeping.  """"Security Assistance"""" (the SA in ISAF) to me is a subset of the military term """"peace support operations"""" (peacekeeping is another subset of peace support operations).  In the end, I think the NATO and ISAF webpages must be authoritative, and I have seen no mention of the term """"peacekeeping"""" on any of the main documents I have looked at.  I don't claim to be an authority, and soldiers (and bureaucrats, and politicians) argue about the meaning of words all the time, but to me 'peacekeeping' has a specific meaning that ISAF does not fit.   """,0,0,0,0,0,0
137915,e208e4886a7534af,"=James Joyce

If you see Kay
Tell him he may
See you in tea
Tell him from me.

-Ulysses",0,0,0,0,0,0
139359,e9d48dcd22fd649d,""" Very politely, of course, but firmly and thoroughly exposing your bias.

ANI and RFC, as the IP editor mentioned, are """"singularly useless"""" because that's where the beneficiaries of your bias are waiting and salivating in anticipation of their next victim. It would be like holding the trial of a Grand Dragon of the Ku Klux Klan for civil rights violations in the headquarters of the Klan, with twelve Klansmen as jurors.""",0,0,0,0,0,0
41843,6fa42d630e2e74c8,"Anyway, this is my last contribution here. I just hope that some intelligent people will read this and will not be fooled my demagogues.",0,0,0,0,0,0
27602,490f40ae2b50d03d,Laing wote in his memoir that he failed his medical boards the first time thru.,0,0,0,0,0,0
60264,a14b31a82302448d,"He did blunt it by altering the stress, though: GIVE a damn instead of give a DAMN.",1,0,1,0,0,0
93911,fb1fb597c4e9af02,"Other countries 

This article is very US-centric; it would be useful to provide links to alternative production methods used in other countries. I'm not sure whether a pilot episode-led system is prevalent only in America, or in some other countries too; but the British system is very different, as is, I expect, that of other places.",0,0,0,0,0,0
141849,f6e12592d56f374a,"""
Thank you and thank you. ) -  • Talk • """,0,0,0,0,0,0
36036,604e4a9b9a4ebe85,"Box formatting 

Something's wrong with the flag and coat of arms label, at the top of the box on the right. Can someone fix it?",0,0,0,0,0,0
43323,73aad7d587d424ef,"""

 Not enough supports! I was rather hoping you would reach a 100 supports, but the important thing is that the RfA was successful, so congratulations for that. Use the tools well!  · talk """,0,0,0,0,0,0
49517,8461b94aef7b4e18,"If you still have questions, there is a new contributors' help page, or you can write {{helpme}} below this message along with a question and someone will be along to answer it shortly.  You may also find the following pages useful for a general introduction to Wikipedia.

The five pillars of Wikipedia
Help pages
Tutorial

I hope you enjoy editing and being a Wikipedian!  Please sign your name on talk pages using four tildes (~~~~); this will automatically produce your name and the date. Feel free to write a note on the bottom of my talk page if you want to get in touch with me. Again, welcome!  —'''''' (talk)",0,0,0,0,0,0
61923,a5b602b3da0182ba,"""

 Edit request - repetitive sentence and poor reference 

""""For most of its existence it has battled with mainstream medicine, sustained by pseudoscientific ideas such as subluxation and innate intelligence[15] that are not based on solid science.[16]""""
The end of this sentence is repetitive information as """"not based on solid science"""" just echoes the meaning of """"pseudoscientific ideas"""" and should be removed.
The attached reference is very poor quality and should be removed with the phrase mentioned above. It contains one link to a WP article, and two more links to tertiary, or even worse, review articles bordering on blog level. References have already been supplied after """"innate intelligence"""" and more poor quality references just make clutter and look over biased making a point.  99.251.114.120  """,0,0,0,0,0,0
49286,83c7269248a24332,"Did you read the references before deleting the facts? Did you verify the information that you have reverted to? You have reverted to unsupported and unsubstantiated propaganda.
You are violating Wikipedia policies and you are as rude as it can be (calling my posts as nonsense)!",0,0,0,0,0,0
52096,8b665f443a80c1a0,"About your concerns of Scooby-Doo The Dread of Chicago Page 

MIND YOUR OWN BUSINESS!! I am trying to propose an Idea and I can't do it on the Ideas Wiki because of a voice actor obsessed maniac! Please leave the article alone until fans blog it on other sites",1,0,0,0,0,0
24993,4217e69833db2628,"Welcome to Wikipedia! We welcome your help to create new content, but your recent additions (such as Jij stinkt) are considered nonsense. Please refrain from creating nonsense articles. If you want to test things out, edit the sandbox instead. Take a look at the welcome page if you would like to learn more about contributing to our encyclopedia.",0,0,0,0,0,0
32187,5595453ecb7afc83,"""
How come the killing of Islamist fighters only count as """"massacres"""" when done by Syria, and not by Israel and the US? Preposterous.   """,0,0,0,0,0,0
66293,b15c846d917b9a30,"Siddqui RfC 

I've filed an RfC against Siddiqui. Please support it by endorsing the RfC at: http://en.wikipedia.org/wiki/Wikipedia:Requests_for_comment/Siddiqui",0,0,0,0,0,0
119108,7ca9e0a3f819a87f,"Very well, but I still have the right to add my comment in, don't I?",0,0,0,0,0,0
100654,1ab888732f484351,"You'll find, as you grow up that what you think has very little relevance to the world.",0,0,0,0,0,0
49998,85a782832b603576,"RE: Removal of Templates 

I would be most grateful if you would rot in hell.",1,0,0,0,1,0
81278,d966612de238ab9e,"""
You seriously think that describing spray painting graffiti in a subway station as vandalism is """"loaded and POV""""?   """,0,0,0,0,0,0
89305,eee0bbaad771ad8d,"I've noticed that a lot of the same users are having their pages deleted. I suggest that anybody who makes three uncomprehensive articles should be penalized by the loss of their user name. It couldn't stop them from making another one, but hey,it's better than nothing.",0,0,0,0,0,0
59265,9ec8fe0e44f41cb2,"I'm not from Vancouver... it's best for ppl familiar with local music scene to make those articles.  19:24, July 13, 2005 (UTC)",0,0,0,0,0,0
44332,76640f1108006b1a,"Reply - Flatout 

Thanks for reviewing my article,

I have taken your pointers that you left on my profile talk page and will get back to you with a refined and improved version of the Robert Ardito article -

By what means would you like me to send the draft article? Could you please provide steps as I am relatively new to Wikipedia and would like your guidance on this matter.

Kind Regards,

Wc101kf",0,0,0,0,0,0
153658,a06a92727f3619d5,Make a separate section for the issues with Turing Pharmaceuticals - which has nothing to do with Retrophin.,0,0,0,0,0,0
56399,96a9eace86ca1887,"""

 A belated welcome! 

]]Here's wishing you a belated welcome to Wikipedia, Patagonier. I see that you've already been around a while and wanted to thank you for your contributions. Though you seem to have been successful in finding your way around, you may benefit from following some of the links below, which help editors get the most out of Wikipedia:
 Introduction
 The five pillars of Wikipedia
 How to edit a page
 Help pages
 How to write a great article
Also, when you post on talk pages you should sign your name on talk pages using four tildes (~~~~); that should automatically produce your username and the date after your post.

I hope you enjoy editing here and being a Wikipedian! If you have any questions, feel free to leave me a message on , consult Wikipedia:Questions, or place  on your talk page and ask your question there.

Again, welcome!  ''XЯaɣ """,0,0,0,0,0,0
73812,c581579cd7d64c58,"How badly do you want to keep editing here? ← What's up, Doc? carrots→",0,0,0,0,0,0
65504,af35daf31481601e,"BUT I WILL TALK TO YOU MY FIEND 

)",0,0,0,0,0,0
28639,4bd4debfe77b3982,"""

Hello 3rdeyefilm, and Welcome to Wikipedia! 
Welcome to Wikipedia! I hope you enjoy the encyclopedia and want to stay. As a first step, you may wish to read the Introduction.

If you have any questions, feel free to ask me at my talk page – I'm happy to help. Or, you can ask your question at the New contributors' help page.

  
Here are some more resources to help you as you explore and contribute to the world's largest encyclopedia...

 Finding your way around: 

 Table of contents

 Department directory

 Need help? 

 Questions – a guide on where to ask questions
 Cheatsheet – quick reference on Wikipedia's mark-up codes
 Wikipedia's 5 pillars – an overview of Wikipedia's foundations

 Article wizard – a Wizard to help you create articles
 The simplified ruleset – a summary of Wikipedia's most important rules
Guide to Wikipedia – a thorough step-by-step guide to Wikipedia

 How you can help: 

 Contributing to Wikipedia – a guide on how you can help

 Community portal – Wikipedia's hub of activity

 Additional tips...  

 Please sign your messages on talk pages with four tildes (~~~~). This will automatically insert your """"signature"""" (your username and a date stamp). The  or  button, on the tool bar above Wikipedia's text editing window, also does this. 

 If you would like to play around with your new Wiki skills the Sandbox is for you. 

3rdeyefilm, good luck, and have fun. –  talk """,0,0,0,0,0,0
144639,102c2f9d86fcfb83,"""
Your 7 year old might want to check out the Planet Rock website they're in the middle of Rush month and there's a minisite there dedicated to the band.  You can listen online to the station too but not sure if it works outside the UK.  (Rush are a band that completely passed me by until January this year after I started listening to PR - I now have 3 of their albums and next time I go to a record store I'm going to look for """"A Farewell to Kings"""").   """,0,0,0,0,0,0
78916,d3315282948195c0,"""
See WP:CIVIL and WP:Personal attacks.   (talk | contribs) """,0,0,0,0,0,0
24133,3fc25380d7710f9f,"What a blatent cheek 

Lol, u need a life!
blatent cheek! lol!
how is what he did asking for free hosting?
Lol! downer, red crusade rules! get a life and cut your dog hair you spack!
And stop pouring salt in your hair you freak! lol! life needed!",0,0,0,0,0,0
76111,cbc127abdc805510,"I fail to grasp why he is so contentious, actually. Based on my reading, he's not extremely prominent in any of the fields he is involved in and he doesn't really done anything especially interesting or controversial in his career. I understand that he is a contentious figure but I don't really understand why there's so much rancor over him here. I have been studying the other discussions under this exemplar and they seem a little edgy and rancorous to me and it really doesn't seem warranted.",0,0,0,0,0,0
113423,5e9004264dd90d92,""" after the barnstar. 91093contributions """,0,0,0,0,0,0
118289,7813c304959de33f,"""

 Illegal Haitians 

Illegal Haitian immigrants are NOT counted in the country's statistics. DR has a huge Haitian population, over half of which are illegal. This is fact, look it up. So, counting the native black population and Haitians (both naturalized and illegal) together, statistically DR would be somewhat """"blacker"""" than just 18%.""",0,0,0,0,0,0
965,02a4e52899344a88,"MILLINOS OF HUNJAN looking at hunjan template not just me other hunjan will fight back, your concept of art bull of shit!! 86.166.250.11   tharkarn and what waste man!",1,0,0,0,0,0
53157,8e19c51babda3f96,"Feticide and infanticide belong to different legal systems (US and UK respectively) so no, they shouldn't be merged. Maybe learn about abortion law worldwide (specifically UK and US law) a bit before commiting hearsay. Should feticide and abortion be merged? No, then either drop your stupid ANI case or be a helpful person and at least apologize for wasting my time such childish nonsense.",0,0,0,0,0,0
148825,52ad582962535d12,He should realize that Wikipedia is not designed to be an autobiographical soapbox for the solicitation of business thru deception.,0,0,0,0,0,0
47299,7e54915e2749c389,"No, no, no. He did not block me for that, that is my IP. He blocked me for another reason, which I can't find.",0,0,0,0,0,0
12330,20b41401b80eba83,"""
Notability of EiMMN
A tag has been placed on EiMMN, requesting that it be speedily deleted from Wikipedia. This has been done because the article seems to be about a person, group of people, band, club, company, or web content, but it does not indicate how or why the subject is notable: that is, why an article about that subject should be included in Wikipedia. Under the criteria for speedy deletion, articles that do not assert the subject's importance or significance may be deleted at any time. Please see the guidelines for what is generally accepted as notable. 

If you feel that you can assert the notability of the subject, you may contest the deletion. To do this, add  on the top of the page (just below the existing speedy deletion or """"db"""" tag) and leave a note on the article's talk page explaining your position. Please do not remove the speedy deletion tag yourself, but don't hesitate to add information to the article that would confirm the subject's notability under Wikipedia guidelines.

For guidelines on specific types of articles, you may want to check out our criteria for biographies, for web sites, for bands, or for companies. Feel free to leave a note on my talk page if you have any questions about this.   """,0,0,0,0,0,0
91104,f3b15b0f7fdca9e3,"Go away with your CIVIL stuff, mate. If you'd have a sense discussion style, you'd be able to say excuse me, you're right on that instead of ignoring whole arguments on a high horse. You may be a long-time editor here, but in this particular case my assertion stands. As for the argument on Gundell/Gardell: likely perhaps, but an assumption. You can't verify that, either, unless you are able to verify in the book. You did not state wether you verified, or not. I have to assume you are an authority somehow. Great example of how to inject untruth in Wikipedia. Next time Wikipedia's credibility is of subject somewhere, I'll be sure to reference to this case. Just to point out the obvious: as argument in that, it doesn't matter if its true or not, since the problem is that it is unclear wether its verified, or not.",0,0,0,0,0,0
25418,43487b60ca42386b,"Reliable sources 
When you remove Cosmo Lee's references from all 50 articles (which all are extreme metal) then tell me it's not reliable.",0,0,0,0,0,0
42197,709fca07421281ef,REDIRECT Talk:List of heads of government of Andorra,0,0,0,0,0,0
16477,2b713cfcddc1aea9,"Yes, but this encyclopedia articles at their best talk about all aspects of the subject, and I think that how they are regarded is an aspect of the topic that needs to be represented, whereas removal of a link that states that they have been criticised for killing civilians goes directly counter to that. NPOV is the presence of all points of view, rather than removal of particular points of view.- () Wolfkeeper (Talk)",0,0,0,0,0,0
73201,c3d75e5b5e74b8fe,"""
My mistake, just doesnt do that with a """"Avengers Assemble"""" wikipedia search on my google chrome""",0,0,0,0,0,0
117823,7562fcb0b64b7ec8,"Is this better? 

Talk:List of CAD programs.",0,0,0,0,0,0
128364,ae7b2193abf8d6d8,"""

 May 2009 

 Please do not vandalize pages, as you did with this edit to Profanity. If you continue to do so, you will be blocked from editing.    """,0,0,0,0,0,0
108519,4426531526dc0a20,"Who is minding the minder?  Climategate and Wikipedia  
http://blogs.news.com.au/heraldsun/andrewbolt/index.php/heraldsun/comments/climategate_how_the_cabal_controlled_wikipedia

One person in the nine-member Realclimate.org team — U.K. scientist and Green Party activist William Connolley — would take on particularly crucial duties. In these ways, Connolley turned Wikipedia into the missionary wing of the global warming movement.
Let's see how long this Talk comment lasts[UPDATE:  all of 15 minuteswow, put Dr. Bill on the suicide watch, he's lost it!  Hey Dr. Bill, we miss you at alt.global-warming [NOT]. When are you coming back to debate us?  Give up this missionyou've been exposed.  Your friend, Ray Lopez",0,0,0,0,0,0
18145,2feeaac8258a93c9,"""Zee (The Matrix) ==

No kidding about the reverting back. The assumption that Zee doesn't qualify as a minor character in the """"Matrix"""" films is laughable. She's the wife of the pilot, the sister of slain brothers Tank and Dozer, and a fighter in the Siege. If characters like Cas, Sati and Dozer can have their own pages, there's no reason why Zee shouldn't have a page.  

== """,0,0,0,0,0,0
28499,4b77510b2e966a27,"Alright mate? I hope so, I was looking at you posts and saw that the Gordon Brown pics are sorted and the signature is not yet fixed, what a job, and only for GA. Lets talk tomorrow, but thanks for all your support. (  )",0,0,0,0,0,0
60877,a2fe116d259c9a29,"Major revisions 

I stumbled onto this page and while I appreciate the efforts of the original author, the writing style is not in-line with a wikipeida encyclopedic style and lacks any citations. I have made a few minor changes, and hope to work on it a bit at a time in the future. best regards",0,0,0,0,0,0
107196,3d0e6dbd7d388540,"Okay, went ahead and made that change.",0,0,0,0,0,0
14802,271a69c20251cdd5,Just please leave me alone!,0,0,0,0,0,0
55618,949a32329b7c5afd,"""

 """"American Culture"""" 

Jamie, you may not know it, but there's a rule in America about culture: Once you give ABSOLUTE [Legalism] definition to it: it is dead. Let's think about it for a second: Did MLK have a day BEFORE he was dead? No...Black history month? AFTER the panthers.  The reason I put the disclaimer that the story on American culture on Wikipedia is an INFERENCE is because America is consistently redefining itself because our culture is not yet dead. Once you put it in an encyclopedia, it is defined ABSOLUTELY, and therefore the culture is then predictable, and Dull. It is an ongoing cycle that enacts simultaneously each moment. You update it every month maybe, but in the country it is updated every moment: and that's faster then you can type. It IS an inference.""",0,0,0,0,0,0
90732,f2c0840ae3419eeb,"5 Track Play Limit Removed 

Just to leave a note here, the 5 track play limit restriction on Spotify Free accounts in France has finally been removed (I have edited the article, I hope I did it right!). This limit therefore no longer exists in any country across the Spotify network. Confirmation and blog post are at: http://community.spotify.com/t5/Spotify-Announcements/Spotify-Free-Changes-5-Play-Limit/m-p/432402/highlight/true#M2776.",0,0,0,0,0,0
48924,82ce3d410a6ad059,"vandalism 

Er, got two messages come up when I visited the site about editing userpages or something. Sure as hell weren't me. What's going on?

90.220.37.70",1,0,0,0,0,0
29960,4f8edc82f1eae1a7,"Thank you for experimenting with the page V (drink) on Wikipedia. Your test worked, and it has been reverted or removed. Please use the sandbox for any other tests you want to do. Take a look at the welcome page if you would like to learn more about contributing to our encyclopedia.  FreplySpang",0,0,0,0,0,0
12948,224c0a64f7481285,"RealtyOnlineAdvertising 

Only because there are no edits yet. If there aren't any within a few hours, move it to the holding pen; if he never edits, let it eventually be deleted as inactive. For the sake of good faith (we've had a couple recently that look promotional but aren't editing that way).

Thanks for the offer, but I'll get around to doing it myself soon.",0,0,0,0,0,0
54048,906f8688b64e4d71,"Maybe 

Maybe i should just go to Wild Ones Wiki instead......",0,0,0,0,0,0
121212,8887d763ea6c4d0e,"Deletion opinion 

When you get a chance, could you check out this article for deletion?  It needs some more eyes and I'd definitely like to see some additional opinions.",0,0,0,0,0,0
97295,088eae5c580db95c,"""Here is the version as it currently stands on """"Political positions"""":

 Palin also opposed the placement of beluga whales in Alaska's Cook Inlet on the engangered species list, on economic grounds.[36] Palin cited state scientists who claimed that hunting was the only factor causing the whales' decline, and that the hunting has been effectively controlled through cooperative agreements with Alaska Native organizations. [37] More recent research by the National Marine Fisheries Service suggests that despite hunting controls beluga whales in Cook's Inlet remain severely depleted and at high risk of permanent extinction. [38]

""",0,0,0,0,0,0
19336,331023413197f846,"""Please do not replace Wikipedia pages or sections with blank content. It is considered vandalism. Please use the sandbox for any other tests you want to do. Take a look at the welcome page if you would like to learn more about contributing to our encyclopedia. Thanks.   """,0,0,0,0,0,0
47494,7edec6054620029b,"""

 Will do. In order to rapidly increase the """"reliable source"""" status of my recent papers, nowadays at the end of my mathematical or statistical conference talks on Lucia de Berk or quantum statistics I add some remarks on MHP and wikipedia, and urge my mathematical colleagues to write a note in their next paper, whether on algebraic topology or statistical learning: """"On a totally unrelated note, Gill (2011) has written a crappy paper on the Monty Hall Problem"""". You see, I aim to rapidly raise its citation count above that of the infamous Morgan et al. (1991), source of all our wikipedia MHP woes.   """,0,0,0,0,0,0
28987,4ccf1f81b7fd56a8,Al-Qaedia is after you.,1,0,0,0,0,0
94971,fde559186dbbbdff,"""

 Please do not vandalize pages, as you did with this edit to User talk:Favonian. If you continue to do so, you will be blocked from editing.    """,0,0,0,0,0,0
146208,28b75318e0bb8afe,"Consider Repentantance and mentoring
I don't know if it is too late for this but if things look as bad as Igor is suggesting you might consider asking for mentoring. Of course that would require a willingness on your part to look at what you accusers are saying an consider that they may be at least partially right. Just a suggestion. I think you got alot done with the CAM portal and although I don't agree with all your POVs I think it would be unfortunate to lose the productive side of your energy at wikipedia.",0,0,0,0,0,0
54583,91e5ad002a09b859,YOU BETTER BE SORRY!,0,0,0,0,0,0
149529,5d6034972aa1ab19,"Hi,

I have submitted a page for Finemetal. It was rejected on first attempt. So i have submitted it again after editing. But it been long time that my edited page has not been reviewed or published. I have no idea what went wrong at my end. Kindly help me.",0,0,0,0,0,0
85222,e3fc8fe2abb60b18,this is your final warning. i am a fag. yeah thats right i'm gay. i am a wikipedia admin and i never get laid. 21:24,1,0,1,0,1,1
45594,79eab744c520da32,"What do the RS say? 

The reliable sources do not support the redirect to tragedy of the commons.  The only reason that this entry redirects to TOC is because two Value Destroying Editors (VDEs), Rubin and Rich, have absolutely no interest in reading RS.  For proof of this fact please read  this discussion on the TOC talk page.",0,0,0,0,0,0
14235,25912e8c924a6e4b,"Maybe you should look up what harassment is.  Please change the reasoning for my block to something respectable that deals with the situation at hand.  I did not harrass you in any way, shape, or form.  I asked you to fuck off in the context of my user talk page.  And I repeat again my statement, fuck off my talk page when this issue is over.  It is my right to ask you to fuck off my talk page.  It is not my right to block you from this page, but again it is my right to ask you to fuck off this user talk page.  Bits andPieces",1,0,1,0,0,0
41800,6f838afbd7c98529,ok can you send me the ref for that decision because it's not industry standard.,0,0,0,0,0,0
67658,b502905287477168,"""

 Ways to improve The House of the Dead 5 

Hi, I'm Deejawwad. Deepak at the XY Foundation, thanks for creating The House of the Dead 5!

I've just tagged the page, using our page curation tools, as having some issues to fix. Your recently created page The House of the Dead 5 has no references at all. Please improve this articles with providing reliable sources.

The tags can be removed by you or another editor once the issues they mention are addressed. If you have questions, you can leave a comment on my talk page. Or, for more editing help, talk to the volunteers at the Teahouse.     Talk to me """,0,0,0,0,0,0
33022,57e040c783870346,"""
Dweller, I'm not sure how you can reconcile """"genuinely want to reduce the heat"""" with """"Bearing in mind the results of your two attempts to have me banned for non-existent harassment, of course, Exxolon."""" Seems contradictory, somehow... SarekOfVulcan (talk) """,0,0,0,0,0,0
5429,0e78e7d871b71cd5,"""

 Canuckster's user & talk pages 

I think it's time to protect Canuckster's user & talk pages since they are constantly being reverted to Canuckster's preferred version by not only Canuckster himself but also several anon IPs as well. ll302 """,0,0,0,0,0,0
117481,73b3834c2bfc19b2,"Dear Dianna

Unfortunately politics has interfered in my recent edits on Northern Cyprus. As a Turkish Cypriot I have volunteered my time to improve and expand the article on Northern Cyprus with my sources been taken from websites based in Northern Cyprus. Some of the information I added was changed around and improved in a way so in which it can be understood. If you could compare the information with the original it is quite different with some sections using different wording and such. I was ready to negotiate with Dr.K and was even prepared to alter the section into my own words. But unfortunately it wasn't enough. The dispute initially started with GiorgosY who is now banned from editing. Many attempts to vandalize the page where made by this specific user over the past few weeks. Attempts to delete, blank, and vandalize the page was also made by various other users disagreeing with factual well sourced information which has been taken from archives and books written by professional historians. I would like to state that Dr.K deletion of the sections on Northern Cyprus where politically motivated. As a regular Wikipedia reader and editor I will be very disappointed if information which doesn't suit the specific nationalistic interests of users is deleted. Thank you!

Regards",0,0,0,0,0,0
60714,a2858672f055970a,"I'm sorry, my mistake. Regardless, it has elapsed naturally.",0,0,0,0,0,0
156051,c84cfdf646e92ad4,""":SGK is technically classified as a """"new religion"""" under the umbrella of Buddhismsee the post on this page of entries in other encyclopedias.
The fact that it is """"new"""", whereas Nichirenshu is traditional, with more than a thousand years of tradition is a substantial issue in light of traditional Buddhist organiation/ordination practices and those of SGK, which portrays itself as a lay Buddhist organization when it is actually more of a """"new religion"""" with Buddhist origins, but a completely different organizational infrastructure, and different methodology for transmitting teachings.
There doesn't seem to be anything comparable to the historical circumstances of any article on other religions, but you haven't specified any. 連絡 見学/迷惑 

""",0,0,0,0,0,0
